runtype,seed.meta,ought.valid,ought.errtype,check.noerrors,check.validoutput,errmess
validation,23856,FALSE,3,FALSE,FALSE,Error in demomods$es[[zi]]: attempt to select less than one element in get1index
validation,23856,FALSE,4,FALSE,FALSE,Error in !model.demostoch: invalid argument type
validation,23856,FALSE,5,FALSE,FALSE,Error in demomods$es[[zi]]: attempt to select less than one element in get1index
validation,23856,FALSE,6,FALSE,FALSE,Error in demomods$es[[zi]]: attempt to select less than one element in get1index
validation,23856,FALSE,7,FALSE,FALSE,Error in demomods$es[[zi]]: attempt to select less than one element in get1index
validation,23856,FALSE,8,TRUE,TRUE,NA
validation,23856,FALSE,9,TRUE,TRUE,NA
validation,23856,FALSE,10,TRUE,TRUE,NA
validation,23856,FALSE,11,FALSE,FALSE,Error in ru.base[j; tt; ; ; drop = FALSE]: subscript out of bounds
validation,23856,FALSE,12,FALSE,FALSE,Error in if (max(frot) > 1e+08) {: missing value where TRUE/FALSE needed
validation,23856,FALSE,13,FALSE,FALSE,Error in if (max(frot) > 1e+08) {: missing value where TRUE/FALSE needed
validation,23856,FALSE,14,FALSE,FALSE,Error in if (max(frot) > 1e+08) {: missing value where TRUE/FALSE needed
validation,23856,FALSE,15,FALSE,FALSE,Error in year.first:output.year.end: result would be too long a vector
validation,23856,FALSE,16,FALSE,FALSE,Error in !model.demostoch: invalid argument type
validation,23856,FALSE,17,FALSE,FALSE,Error in if (max(frot) > 1e+08) {: missing value where TRUE/FALSE needed
validation,23856,FALSE,18,FALSE,FALSE,Error in ests[1; 1:2] <- fn.mom.con(c(prod.mn/mbs; prod.sd/mbs)): replacement has length zero
validation,23856,FALSE,19,FALSE,FALSE,Error in demomods$es[[zi]]: attempt to select less than one element in get1index
validation,23856,FALSE,20,FALSE,FALSE,Error in demomods$es[[zi]]: attempt to select less than one element in get1index
validation,58020,TRUE,0,FALSE,FALSE,Error in leslie.update(demobase.ests = demobase.ests[j; ; ]; nbyage.prev = nbyage.prev; : Invalid survival probabilities simulated!
validation,58020,FALSE,1,FALSE,FALSE,Error in out[1] <- mbs * fn.pred.con(pars = as.numeric(c(ests[1; ])); : replacement has length zero
validation,58020,FALSE,2,FALSE,FALSE,Error in demobase.vals[i; nd; ] <- as.numeric(c(inputs$demobase.survadult)): number of items to replace is not a multiple of replacement length
validation,58020,FALSE,3,FALSE,FALSE,Error in demomods$es[[zi]]: attempt to select less than one element in get1index
validation,58020,FALSE,4,FALSE,FALSE,Error in leslie.update(demobase.ests = demobase.ests[j; ; ]; nbyage.prev = nbyage.prev; : Invalid survival probabilities simulated!
validation,58020,FALSE,5,FALSE,FALSE,Error in demomods$es[[zi]]: attempt to select less than one element in get1index
validation,58020,FALSE,6,FALSE,FALSE,Error in demomods$es[[zi]]: attempt to select less than one element in get1index
validation,58020,FALSE,7,FALSE,FALSE,Error in demomods$es[[zi]]: attempt to select less than one element in get1index
validation,58020,FALSE,8,FALSE,FALSE,Error in leslie.update(demobase.ests = demobase.ests[j; ; ]; nbyage.prev = nbyage.prev; : Invalid survival probabilities simulated!
validation,58020,FALSE,9,FALSE,FALSE,Error in leslie.update(demobase.ests = demobase.ests[j; ; ]; nbyage.prev = nbyage.prev; : Invalid survival probabilities simulated!
validation,58020,FALSE,10,FALSE,FALSE,Error in leslie.update(demobase.ests = demobase.ests[j; ; ]; nbyage.prev = nbyage.prev; : Invalid survival probabilities simulated!
validation,58020,FALSE,11,FALSE,FALSE,Error in leslie.update(demobase.ests = demobase.ests[j; ; ]; nbyage.prev = nbyage.prev; : Invalid survival probabilities simulated!
validation,58020,FALSE,12,FALSE,FALSE,Error in leslie.update(demobase.ests = demobase.ests[j; ; ]; nbyage.prev = nbyage.prev; : Invalid survival probabilities simulated!
validation,58020,FALSE,13,FALSE,FALSE,Error in leslie.update(demobase.ests = demobase.ests[j; ; ]; nbyage.prev = nbyage.prev; : Invalid survival probabilities simulated!
validation,58020,FALSE,14,FALSE,FALSE,Error in leslie.update(demobase.ests = demobase.ests[j; ; ]; nbyage.prev = nbyage.prev; : Invalid survival probabilities simulated!
validation,58020,FALSE,15,FALSE,FALSE,Error in year.first:output.year.end: result would be too long a vector
validation,58020,FALSE,16,FALSE,FALSE,Error in leslie.update(demobase.ests = demobase.ests[j; ; ]; nbyage.prev = nbyage.prev; : Invalid survival probabilities simulated!
validation,58020,FALSE,17,FALSE,FALSE,Error in leslie.update(demobase.ests = demobase.ests[j; ; ]; nbyage.prev = nbyage.prev; : Invalid survival probabilities simulated!
validation,58020,FALSE,18,FALSE,FALSE,Error in out[1] <- mbs * fn.pred.con(pars = as.numeric(c(ests[1; ])); : replacement has length zero
validation,58020,FALSE,19,FALSE,FALSE,Error in demomods$es[[zi]]: attempt to select less than one element in get1index
validation,58020,FALSE,20,FALSE,FALSE,Error in demomods$es[[zi]]: attempt to select less than one element in get1index
validation,89162,TRUE,0,FALSE,FALSE,Error in leslie.update(demobase.ests = demobase.ests[j; ; ]; nbyage.prev = nbyage.prev; : Invalid survival probabilities simulated!
validation,89162,FALSE,1,FALSE,FALSE,Error in leslie.update(demobase.ests = demobase.ests[j; ; ]; nbyage.prev = nbyage.prev; : Invalid survival probabilities simulated!
validation,89162,FALSE,2,FALSE,FALSE,Error in demobase.vals[i; nd; ] <- as.numeric(c(inputs$demobase.survadult)): number of items to replace is not a multiple of replacement length
validation,89162,FALSE,3,FALSE,FALSE,Error in demomods$es[[zi]]: attempt to select less than one element in get1index
validation,89162,FALSE,4,FALSE,FALSE,Error in leslie.update(demobase.ests = demobase.ests[j; ; ]; nbyage.prev = nbyage.prev; : Invalid survival probabilities simulated!
validation,89162,FALSE,5,FALSE,FALSE,Error in demomods$es[[zi]]: attempt to select less than one element in get1index
validation,89162,FALSE,6,FALSE,FALSE,Error in demomods$es[[zi]]: attempt to select less than one element in get1index
validation,89162,FALSE,7,FALSE,FALSE,Error in demomods$es[[zi]]: attempt to select less than one element in get1index
validation,89162,FALSE,8,FALSE,FALSE,Error in leslie.update(demobase.ests = demobase.ests[j; ; ]; nbyage.prev = nbyage.prev; : Invalid survival probabilities simulated!
validation,89162,FALSE,9,FALSE,FALSE,Error in leslie.update(demobase.ests = demobase.ests[j; ; ]; nbyage.prev = nbyage.prev; : Invalid survival probabilities simulated!
validation,89162,FALSE,10,FALSE,FALSE,Error in leslie.update(demobase.ests = demobase.ests[j; ; ]; nbyage.prev = nbyage.prev; : Invalid survival probabilities simulated!
validation,89162,FALSE,11,FALSE,FALSE,Error in leslie.update(demobase.ests = demobase.ests[j; ; ]; nbyage.prev = nbyage.prev; : Invalid survival probabilities simulated!
validation,89162,FALSE,12,FALSE,FALSE,Error in leslie.update(demobase.ests = demobase.ests[j; ; ]; nbyage.prev = nbyage.prev; : Invalid survival probabilities simulated!
validation,89162,FALSE,13,FALSE,FALSE,Error in leslie.update(demobase.ests = demobase.ests[j; ; ]; nbyage.prev = nbyage.prev; : Invalid survival probabilities simulated!
validation,89162,FALSE,14,FALSE,FALSE,Error in leslie.update(demobase.ests = demobase.ests[j; ; ]; nbyage.prev = nbyage.prev; : Invalid survival probabilities simulated!
validation,89162,FALSE,15,FALSE,FALSE,Error in year.first:output.year.end: result would be too long a vector
validation,89162,FALSE,16,FALSE,FALSE,Error in leslie.update(demobase.ests = demobase.ests[j; ; ]; nbyage.prev = nbyage.prev; : Invalid survival probabilities simulated!
validation,89162,FALSE,17,FALSE,FALSE,Error in leslie.update(demobase.ests = demobase.ests[j; ; ]; nbyage.prev = nbyage.prev; : Invalid survival probabilities simulated!
validation,89162,FALSE,18,FALSE,FALSE,Error in leslie.update(demobase.ests = demobase.ests[j; ; ]; nbyage.prev = nbyage.prev; : Invalid survival probabilities simulated!
validation,89162,FALSE,19,FALSE,FALSE,Error in demomods$es[[zi]]: attempt to select less than one element in get1index
validation,89162,FALSE,20,FALSE,FALSE,Error in demomods$es[[zi]]: attempt to select less than one element in get1index
validation,39853,TRUE,0,TRUE,TRUE,NA
validation,39853,FALSE,1,FALSE,FALSE,Error in ests[1; 1:2] <- fn.mom.con(c(prod.mn/mbs; prod.sd/mbs)): replacement has length zero
validation,39853,FALSE,2,FALSE,FALSE,Error in demobase.vals[i; j + 1; ] <- as.numeric(c(inputs$demobase.survadult)): number of items to replace is not a multiple of replacement length
validation,39853,FALSE,3,FALSE,FALSE,Error in demomods$es[[zi]]: attempt to select less than one element in get1index
validation,39853,FALSE,4,FALSE,FALSE,Error in !model.demostoch: invalid argument type
validation,39853,FALSE,5,FALSE,FALSE,Error in demomods$es[[zi]]: attempt to select less than one element in get1index
validation,39853,FALSE,6,FALSE,FALSE,Error in demomods$es[[zi]]: attempt to select less than one element in get1index
validation,39853,FALSE,7,FALSE,FALSE,Error in demomods$es[[zi]]: attempt to select less than one element in get1index
validation,39853,FALSE,8,TRUE,TRUE,NA
validation,39853,FALSE,9,FALSE,FALSE,Error in inits.burned(nbyage.burned = nbyage.burned; inipop.totals = inipop.totals): Error! Zero values during burn-in...
validation,39853,FALSE,10,TRUE,TRUE,NA
validation,39853,FALSE,11,FALSE,FALSE,Error in ru.base[j; tt; ; ; drop = FALSE]: subscript out of bounds
validation,39853,FALSE,12,FALSE,FALSE,Error in if (max(frot) > 1e+08) {: missing value where TRUE/FALSE needed
validation,39853,FALSE,13,FALSE,FALSE,Error in if (max(frot) > 1e+08) {: missing value where TRUE/FALSE needed
validation,39853,FALSE,14,FALSE,FALSE,Error in if (max(frot) > 1e+08) {: missing value where TRUE/FALSE needed
validation,39853,FALSE,15,FALSE,FALSE,Error in year.first:output.year.end: result would be too long a vector
validation,39853,FALSE,16,FALSE,FALSE,Error in !model.demostoch: invalid argument type
validation,39853,FALSE,17,FALSE,FALSE,Error in if (max(frot) > 1e+08) {: missing value where TRUE/FALSE needed
validation,39853,FALSE,18,FALSE,FALSE,Error in ests[1; 1:2] <- fn.mom.con(c(prod.mn/mbs; prod.sd/mbs)): replacement has length zero
validation,39853,FALSE,19,FALSE,FALSE,Error in demomods$es[[zi]]: attempt to select less than one element in get1index
validation,39853,FALSE,20,FALSE,FALSE,Error in demomods$es[[zi]]: attempt to select less than one element in get1index
validation,18941,TRUE,0,FALSE,FALSE,Error in leslie.update(demobase.ests = demobase.ests[j; ; ]; nbyage.prev = nbyage.prev; : Invalid survival probabilities simulated!
validation,18941,FALSE,1,FALSE,FALSE,Error in out[1] <- mbs * fn.pred.con(pars = as.numeric(c(ests[1; ])); : replacement has length zero
validation,18941,FALSE,2,FALSE,FALSE,Error in demobase.vals[i; j + 1; ] <- as.numeric(c(inputs$demobase.survadult)): number of items to replace is not a multiple of replacement length
validation,18941,FALSE,3,FALSE,FALSE,Error in demomods$es[[zi]]: attempt to select less than one element in get1index
validation,18941,FALSE,4,FALSE,FALSE,Error in leslie.update(demobase.ests = demobase.ests[j; ; ]; nbyage.prev = nbyage.prev; : Invalid survival probabilities simulated!
validation,18941,FALSE,5,FALSE,FALSE,Error in demomods$es[[zi]]: attempt to select less than one element in get1index
validation,18941,FALSE,6,FALSE,FALSE,Error in demomods$es[[zi]]: attempt to select less than one element in get1index
validation,18941,FALSE,7,FALSE,FALSE,Error in demomods$es[[zi]]: attempt to select less than one element in get1index
validation,18941,FALSE,8,FALSE,FALSE,Error in leslie.update(demobase.ests = demobase.ests[j; ; ]; nbyage.prev = nbyage.prev; : Invalid survival probabilities simulated!
validation,18941,FALSE,9,FALSE,FALSE,Error in leslie.update(demobase.ests = demobase.ests[j; ; ]; nbyage.prev = nbyage.prev; : Invalid survival probabilities simulated!
validation,18941,FALSE,10,FALSE,FALSE,Error in leslie.update(demobase.ests = demobase.ests[j; ; ]; nbyage.prev = nbyage.prev; : Invalid survival probabilities simulated!
validation,18941,FALSE,11,FALSE,FALSE,Error in leslie.update(demobase.ests = demobase.ests[j; ; ]; nbyage.prev = nbyage.prev; : Invalid survival probabilities simulated!
validation,18941,FALSE,12,FALSE,FALSE,Error in eigen(mmat): infinite or missing values in 'x'
validation,18941,FALSE,13,FALSE,FALSE,Error in eigen(mmat): infinite or missing values in 'x'
validation,18941,FALSE,14,FALSE,FALSE,Error in eigen(mmat): infinite or missing values in 'x'
validation,18941,FALSE,15,FALSE,FALSE,Error in year.first:output.year.end: result would be too long a vector
validation,18941,FALSE,16,FALSE,FALSE,Error in eigen(mmat): infinite or missing values in 'x'
validation,18941,FALSE,17,FALSE,FALSE,Error in eigen(mmat): infinite or missing values in 'x'
validation,18941,FALSE,18,FALSE,FALSE,Error in out[1] <- mbs * fn.pred.con(pars = as.numeric(c(ests[1; ])); : replacement has length zero
validation,18941,FALSE,19,FALSE,FALSE,Error in demomods$es[[zi]]: attempt to select less than one element in get1index
validation,18941,FALSE,20,FALSE,FALSE,Error in demomods$es[[zi]]: attempt to select less than one element in get1index
validation,27215,TRUE,0,FALSE,FALSE,Error in leslie.update(demobase.ests = demobase.ests[j; ; ]; nbyage.prev = nbyage.prev; : Invalid survival probabilities simulated!
validation,27215,FALSE,1,FALSE,FALSE,Error in leslie.update(demobase.ests = demobase.ests[j; ; ]; nbyage.prev = nbyage.prev; : Invalid survival probabilities simulated!
validation,27215,FALSE,2,FALSE,FALSE,Error in demobase.vals[i; j + 1; ] <- as.numeric(c(inputs$demobase.survadult)): number of items to replace is not a multiple of replacement length
validation,27215,FALSE,3,FALSE,FALSE,Error in demomods$es[[zi]]: attempt to select less than one element in get1index
validation,27215,FALSE,4,FALSE,FALSE,Error in !model.demostoch: invalid argument type
validation,27215,FALSE,5,FALSE,FALSE,Error in demomods$es[[zi]]: attempt to select less than one element in get1index
validation,27215,FALSE,6,FALSE,FALSE,Error in demomods$es[[zi]]: attempt to select less than one element in get1index
validation,27215,FALSE,7,FALSE,FALSE,Error in demomods$es[[zi]]: attempt to select less than one element in get1index
validation,27215,FALSE,8,FALSE,FALSE,Error in leslie.update(demobase.ests = demobase.ests[j; ; ]; nbyage.prev = nbyage.prev; : Invalid survival probabilities simulated!
validation,27215,FALSE,9,FALSE,FALSE,Error in leslie.update(demobase.ests = demobase.ests[j; ; ]; nbyage.prev = nbyage.prev; : Invalid survival probabilities simulated!
validation,27215,FALSE,10,FALSE,FALSE,Error in leslie.update(demobase.ests = demobase.ests[j; ; ]; nbyage.prev = nbyage.prev; : Invalid survival probabilities simulated!
validation,27215,FALSE,11,FALSE,FALSE,Error in ru.base[j; tt; ; ; drop = FALSE]: subscript out of bounds
validation,27215,FALSE,12,FALSE,FALSE,Error in eigen(mmat): infinite or missing values in 'x'
validation,27215,FALSE,13,FALSE,FALSE,Error in eigen(mmat): infinite or missing values in 'x'
validation,27215,FALSE,14,FALSE,FALSE,Error in eigen(mmat): infinite or missing values in 'x'
validation,27215,FALSE,15,FALSE,FALSE,Error in year.first:output.year.end: result would be too long a vector
validation,27215,FALSE,16,FALSE,FALSE,Error in eigen(mmat): infinite or missing values in 'x'
validation,27215,FALSE,17,FALSE,FALSE,Error in eigen(mmat): infinite or missing values in 'x'
validation,27215,FALSE,18,FALSE,FALSE,Error in leslie.update(demobase.ests = demobase.ests[j; ; ]; nbyage.prev = nbyage.prev; : Invalid survival probabilities simulated!
validation,27215,FALSE,19,FALSE,FALSE,Error in demomods$es[[zi]]: attempt to select less than one element in get1index
validation,27215,FALSE,20,FALSE,FALSE,Error in demomods$es[[zi]]: attempt to select less than one element in get1index
validation,16622,TRUE,0,TRUE,TRUE,NA
validation,16622,FALSE,1,TRUE,TRUE,NA
validation,16622,FALSE,2,FALSE,FALSE,Error in demobase.vals[i; nd; ] <- as.numeric(c(inputs$demobase.survadult)): number of items to replace is not a multiple of replacement length
validation,16622,FALSE,3,FALSE,FALSE,Error in demomods$es[[zi]]: attempt to select less than one element in get1index
validation,16622,FALSE,4,FALSE,FALSE,Error in !model.demostoch: invalid argument type
validation,16622,FALSE,5,FALSE,FALSE,Error in demomods$es[[zi]]: attempt to select less than one element in get1index
validation,16622,FALSE,6,FALSE,FALSE,Error in demomods$es[[zi]]: attempt to select less than one element in get1index
validation,16622,FALSE,7,FALSE,FALSE,Error in demomods$es[[zi]]: attempt to select less than one element in get1index
validation,16622,FALSE,8,TRUE,TRUE,NA
validation,16622,FALSE,9,TRUE,TRUE,NA
validation,16622,FALSE,10,TRUE,TRUE,NA
validation,16622,FALSE,11,FALSE,FALSE,Error in ru.base[j; tt; ; ; drop = FALSE]: subscript out of bounds
validation,16622,FALSE,12,FALSE,FALSE,Error in eigen(mmat): infinite or missing values in 'x'
validation,16622,FALSE,13,FALSE,FALSE,Error in eigen(mmat): infinite or missing values in 'x'
validation,16622,FALSE,14,FALSE,FALSE,Error in eigen(mmat): infinite or missing values in 'x'
validation,16622,FALSE,15,FALSE,FALSE,Error in year.first:output.year.end: result would be too long a vector
validation,16622,FALSE,16,FALSE,FALSE,Error in eigen(mmat): infinite or missing values in 'x'
validation,16622,FALSE,17,FALSE,FALSE,Error in eigen(mmat): infinite or missing values in 'x'
validation,16622,FALSE,18,TRUE,TRUE,NA
validation,16622,FALSE,19,FALSE,FALSE,Error in demomods$es[[zi]]: attempt to select less than one element in get1index
validation,16622,FALSE,20,FALSE,FALSE,Error in demomods$es[[zi]]: attempt to select less than one element in get1index
validation,74385,TRUE,0,TRUE,FALSE,NA
validation,74385,FALSE,1,TRUE,FALSE,NA
validation,74385,FALSE,2,FALSE,FALSE,Error in demobase.vals[i; nd; ] <- as.numeric(c(inputs$demobase.survadult)): number of items to replace is not a multiple of replacement length
validation,74385,FALSE,3,FALSE,FALSE,Error in demomods$es[[zi]]: attempt to select less than one element in get1index
validation,74385,FALSE,4,FALSE,FALSE,Error in !model.demostoch: invalid argument type
validation,74385,FALSE,5,FALSE,FALSE,Error in demomods$es[[zi]]: attempt to select less than one element in get1index
validation,74385,FALSE,6,FALSE,FALSE,Error in demomods$es[[zi]]: attempt to select less than one element in get1index
validation,74385,FALSE,7,FALSE,FALSE,Error in demomods$es[[zi]]: attempt to select less than one element in get1index
validation,74385,FALSE,8,TRUE,FALSE,NA
validation,74385,FALSE,9,FALSE,FALSE,Error in leslie.update(demobase.ests = demobase.ests[j; ; ]; nbyage.prev = nbyage.prev; : Invalid survival probabilities simulated!
validation,74385,FALSE,10,TRUE,FALSE,NA
validation,74385,FALSE,11,FALSE,FALSE,Error in apply(ntots; 1; getsumy): dim(X) must have a positive length
validation,74385,FALSE,12,FALSE,FALSE,Error in if (max(frot) > 1e+08) {: missing value where TRUE/FALSE needed
validation,74385,FALSE,13,FALSE,FALSE,Error in if (max(frot) > 1e+08) {: missing value where TRUE/FALSE needed
validation,74385,FALSE,14,FALSE,FALSE,Error in if (max(frot) > 1e+08) {: missing value where TRUE/FALSE needed
validation,74385,FALSE,15,FALSE,FALSE,Error in year.first:output.year.end: result would be too long a vector
validation,74385,FALSE,16,FALSE,FALSE,Error in !model.demostoch: invalid argument type
validation,74385,FALSE,17,FALSE,FALSE,Error in leslie.update(demobase.ests = demobase.ests[j; ; ]; nbyage.prev = nbyage.prev; : Invalid survival probabilities simulated!
validation,74385,FALSE,18,TRUE,FALSE,NA
validation,74385,FALSE,19,FALSE,FALSE,Error in demomods$es[[zi]]: attempt to select less than one element in get1index
validation,74385,FALSE,20,FALSE,FALSE,Error in demomods$es[[zi]]: attempt to select less than one element in get1index
validation,93984,TRUE,0,FALSE,FALSE,Error in leslie.update(demobase.ests = demobase.ests[j; ; ]; nbyage.prev = nbyage.prev; : Invalid survival probabilities simulated!
validation,93984,FALSE,1,FALSE,FALSE,Error in out[1] <- mbs * fn.pred.con(pars = as.numeric(c(ests[1; ])); : replacement has length zero
validation,93984,FALSE,2,FALSE,FALSE,Error in demobase.vals[i; j + 1; ] <- as.numeric(c(inputs$demobase.survadult)): number of items to replace is not a multiple of replacement length
validation,93984,FALSE,3,FALSE,FALSE,Error in demomods$es[[zi]]: attempt to select less than one element in get1index
validation,93984,FALSE,4,FALSE,FALSE,Error in leslie.update(demobase.ests = demobase.ests[j; ; ]; nbyage.prev = nbyage.prev; : Invalid survival probabilities simulated!
validation,93984,FALSE,5,FALSE,FALSE,Error in demomods$es[[zi]]: attempt to select less than one element in get1index
validation,93984,FALSE,6,FALSE,FALSE,Error in demomods$es[[zi]]: attempt to select less than one element in get1index
validation,93984,FALSE,7,FALSE,FALSE,Error in demomods$es[[zi]]: attempt to select less than one element in get1index
validation,93984,FALSE,8,FALSE,FALSE,Error in leslie.update(demobase.ests = demobase.ests[j; ; ]; nbyage.prev = nbyage.prev; : Invalid survival probabilities simulated!
validation,93984,FALSE,9,FALSE,FALSE,Error in leslie.update(demobase.ests = demobase.ests[j; ; ]; nbyage.prev = nbyage.prev; : Invalid survival probabilities simulated!
validation,93984,FALSE,10,FALSE,FALSE,Error in leslie.update(demobase.ests = demobase.ests[j; ; ]; nbyage.prev = nbyage.prev; : Invalid survival probabilities simulated!
validation,93984,FALSE,11,FALSE,FALSE,Error in leslie.update(demobase.ests = demobase.ests[j; ; ]; nbyage.prev = nbyage.prev; : Invalid survival probabilities simulated!
validation,93984,FALSE,12,FALSE,FALSE,Error in eigen(mmat): infinite or missing values in 'x'
validation,93984,FALSE,13,FALSE,FALSE,Error in eigen(mmat): infinite or missing values in 'x'
validation,93984,FALSE,14,FALSE,FALSE,Error in eigen(mmat): infinite or missing values in 'x'
validation,93984,FALSE,15,FALSE,FALSE,Error in year.first:output.year.end: result would be too long a vector
validation,93984,FALSE,16,FALSE,FALSE,Error in eigen(mmat): infinite or missing values in 'x'
validation,93984,FALSE,17,FALSE,FALSE,Error in eigen(mmat): infinite or missing values in 'x'
validation,93984,FALSE,18,FALSE,FALSE,Error in out[1] <- mbs * fn.pred.con(pars = as.numeric(c(ests[1; ])); : replacement has length zero
validation,93984,FALSE,19,FALSE,FALSE,Error in demomods$es[[zi]]: attempt to select less than one element in get1index
validation,93984,FALSE,20,FALSE,FALSE,Error in demomods$es[[zi]]: attempt to select less than one element in get1index
validation,48871,TRUE,0,TRUE,FALSE,NA
validation,48871,FALSE,1,FALSE,FALSE,Error in out[1] <- mbs * fn.pred.con(pars = as.numeric(c(ests[1; ])); : replacement has length zero
validation,48871,FALSE,2,FALSE,FALSE,Error in demobase.vals[i; j + 1; ] <- as.numeric(c(inputs$demobase.survadult)): number of items to replace is not a multiple of replacement length
validation,48871,FALSE,3,FALSE,FALSE,Error in demomods$es[[zi]]: attempt to select less than one element in get1index
validation,48871,FALSE,4,FALSE,FALSE,Error in !model.demostoch: invalid argument type
validation,48871,FALSE,5,FALSE,FALSE,Error in demomods$es[[zi]]: attempt to select less than one element in get1index
validation,48871,FALSE,6,FALSE,FALSE,Error in demomods$es[[zi]]: attempt to select less than one element in get1index
validation,48871,FALSE,7,FALSE,FALSE,Error in demomods$es[[zi]]: attempt to select less than one element in get1index
validation,48871,FALSE,8,TRUE,FALSE,NA
validation,48871,FALSE,9,FALSE,FALSE,Error in leslie.update(demobase.ests = demobase.ests[j; ; ]; nbyage.prev = nbyage.prev; : Invalid survival probabilities simulated!
validation,48871,FALSE,10,TRUE,FALSE,NA
validation,48871,FALSE,11,FALSE,FALSE,Error in ru.base[j; tt; ; ; drop = FALSE]: subscript out of bounds
validation,48871,FALSE,12,FALSE,FALSE,Error in if (max(frot) > 1e+08) {: missing value where TRUE/FALSE needed
validation,48871,FALSE,13,FALSE,FALSE,Error in if (max(frot) > 1e+08) {: missing value where TRUE/FALSE needed
validation,48871,FALSE,14,FALSE,FALSE,Error in if (max(frot) > 1e+08) {: missing value where TRUE/FALSE needed
validation,48871,FALSE,15,FALSE,FALSE,Error in year.first:output.year.end: result would be too long a vector
validation,48871,FALSE,16,FALSE,FALSE,Error in !model.demostoch: invalid argument type
validation,48871,FALSE,17,FALSE,FALSE,Error in leslie.update(demobase.ests = demobase.ests[j; ; ]; nbyage.prev = nbyage.prev; : Invalid survival probabilities simulated!
validation,48871,FALSE,18,FALSE,FALSE,Error in out[1] <- mbs * fn.pred.con(pars = as.numeric(c(ests[1; ])); : replacement has length zero
validation,48871,FALSE,19,FALSE,FALSE,Error in demomods$es[[zi]]: attempt to select less than one element in get1index
validation,48871,FALSE,20,FALSE,FALSE,Error in demomods$es[[zi]]: attempt to select less than one element in get1index
validation,49794,TRUE,0,FALSE,FALSE,Error in leslie.update(demobase.ests = demobase.ests[j; ; ]; nbyage.prev = nbyage.prev; : Invalid survival probabilities simulated!
validation,49794,FALSE,1,FALSE,FALSE,Error in leslie.update(demobase.ests = demobase.ests[j; ; ]; nbyage.prev = nbyage.prev; : Invalid survival probabilities simulated!
validation,49794,FALSE,2,FALSE,FALSE,Error in demobase.vals[i; nd; ] <- as.numeric(c(inputs$demobase.survadult)): number of items to replace is not a multiple of replacement length
validation,49794,FALSE,3,FALSE,FALSE,Error in demomods$es[[zi]]: attempt to select less than one element in get1index
validation,49794,FALSE,4,FALSE,FALSE,Error in leslie.update(demobase.ests = demobase.ests[j; ; ]; nbyage.prev = nbyage.prev; : Invalid survival probabilities simulated!
validation,49794,FALSE,5,FALSE,FALSE,Error in demomods$es[[zi]]: attempt to select less than one element in get1index
validation,49794,FALSE,6,FALSE,FALSE,Error in demomods$es[[zi]]: attempt to select less than one element in get1index
validation,49794,FALSE,7,FALSE,FALSE,Error in demomods$es[[zi]]: attempt to select less than one element in get1index
validation,49794,FALSE,8,FALSE,FALSE,Error in leslie.update(demobase.ests = demobase.ests[j; ; ]; nbyage.prev = nbyage.prev; : Invalid survival probabilities simulated!
validation,49794,FALSE,9,FALSE,FALSE,Error in leslie.update(demobase.ests = demobase.ests[j; ; ]; nbyage.prev = nbyage.prev; : Invalid survival probabilities simulated!
validation,49794,FALSE,10,FALSE,FALSE,Error in leslie.update(demobase.ests = demobase.ests[j; ; ]; nbyage.prev = nbyage.prev; : Invalid survival probabilities simulated!
validation,49794,FALSE,11,FALSE,FALSE,Error in leslie.update(demobase.ests = demobase.ests[j; ; ]; nbyage.prev = nbyage.prev; : Invalid survival probabilities simulated!
validation,49794,FALSE,12,FALSE,FALSE,Error in eigen(mmat): infinite or missing values in 'x'
validation,49794,FALSE,13,FALSE,FALSE,Error in eigen(mmat): infinite or missing values in 'x'
validation,49794,FALSE,14,FALSE,FALSE,Error in eigen(mmat): infinite or missing values in 'x'
validation,49794,FALSE,15,FALSE,FALSE,Error in year.first:output.year.end: result would be too long a vector
validation,49794,FALSE,16,FALSE,FALSE,Error in eigen(mmat): infinite or missing values in 'x'
validation,49794,FALSE,17,FALSE,FALSE,Error in eigen(mmat): infinite or missing values in 'x'
validation,49794,FALSE,18,FALSE,FALSE,Error in leslie.update(demobase.ests = demobase.ests[j; ; ]; nbyage.prev = nbyage.prev; : Invalid survival probabilities simulated!
validation,49794,FALSE,19,FALSE,FALSE,Error in demomods$es[[zi]]: attempt to select less than one element in get1index
validation,49794,FALSE,20,FALSE,FALSE,Error in demomods$es[[zi]]: attempt to select less than one element in get1index
validation,20339,TRUE,0,TRUE,TRUE,NA
validation,20339,FALSE,1,FALSE,FALSE,Error in ests[1; 1:2] <- fn.mom.con(c(prod.mn/mbs; prod.sd/mbs)): replacement has length zero
validation,20339,FALSE,2,FALSE,FALSE,Error in demobase.vals[i; j + 1; ] <- as.numeric(c(inputs$demobase.survadult)): number of items to replace is not a multiple of replacement length
validation,20339,FALSE,3,FALSE,FALSE,Error in demomods$es[[zi]]: attempt to select less than one element in get1index
validation,20339,FALSE,4,FALSE,FALSE,Error in !model.demostoch: invalid argument type
validation,20339,FALSE,5,FALSE,FALSE,Error in demomods$es[[zi]]: attempt to select less than one element in get1index
validation,20339,FALSE,6,FALSE,FALSE,Error in demomods$es[[zi]]: attempt to select less than one element in get1index
validation,20339,FALSE,7,FALSE,FALSE,Error in demomods$es[[zi]]: attempt to select less than one element in get1index
validation,20339,FALSE,8,TRUE,TRUE,NA
